,video_id,video_title,description,video_dop,view_count,like_count,comment_count,channel_id,channel_title,channel_dop,sub_count,total_videos
92,19isi7UID4M,PH rolls out bivalent vaccines vs COVID-19 | INQToday,"'The government officially starts the roll-out of bivalent COVID-19 vaccines, with President Bongbong Marcos urging unvaccinated Filipinos to get jabbed.\n\nRead more:\xa0https://inq.news/MarcosVaccination\n\nVisit us at https://www.inquirer.net\r\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet'",2023-06-21,779,3,7,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
93,zHKOTfIrl4k,Storing and transporting Covid-19 vaccines,"'As we heard in that report, transporting the vaccines is a big challenge.\nAs soon as a vaccine has been developed, how soon can Filipinos actually use them?\nJoining me this is Dr. Melvin Sanicas, a Filipino Vaccinologist now based in Switzerland and Luzviminda Garcia, Supervising Health Program Officer of the DOH Disease Prevention and Control Bureau.'",2020-11-19,151246,230,46,UCj6spMO3ybZPobE0T5perHA,CNN Philippines,2015-03-16,1400000,22903
94,39VU2bTbeeg,Up to 108 million Covid-19 vaccines already secured – Galvez,"'The Philippines has so far secured up to 108 million doses of Covid-19 vaccines after it signed five term sheets with vaccine manufacturers, vaccine czar Carlito Galvez Jr. said Monday. Video by RTVM\n\n\n\n\nVisit us at https://www.inquirer.net\r\n\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet'",2021-02-01,19827,35,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
95,KJKWQSFjbyc,US spending $5B for new COVID vaccines,"'The U.S. government is spending over $5 billion on an effort to speed up the development of new COVID-19 vaccines and treatments. Janice Yu has details.\n\nCheck out more Eyewitness News - http://abc7ny.com/ \n \nFind us on social media:\nFACEBOOK: https://www.facebook.com/ABC7NY/ \nINSTAGRAM: https://www.instagram.com/abc7ny/ \nTWITTER: https://twitter.com/abc7ny \nTIKTOK: https://www.tiktok.com/@abc7ny \n \nWe’re abc7NY, also known as Channel 7 and WABC-TV on TV, home to Eyewitness News, New York’s Number 1 news.   We hope you love us on YouTube as much as you do on television! \n \nNEW TIPS: \nOnline: http://abc7ny.com/submit-a-news-tip/2599968/ \nEmail: abc7ny@abc.com \n \nAbout WABC-TV:  https://abc7ny.com/about/\n \n#nyc #news #breakingnews'",2023-04-11,1624,13,64,UCrlIS7z20CnVaCrMvdkig_g,Eyewitness News ABC7NY,2014-05-22,1630000,21131
96,ES4-wHKxpCQ,China considers mixing COVID-19 vaccines,"""China's top disease control official has said the country is formally considering mixing COVID-19 vaccines, as a way of further boosting vaccine efficacy.\n\nVisit us at https://www.inquirer.net\r\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet""",2021-04-12,734,5,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
97,X4g_RZucapk,"Duterte, Putin tackle COVID-19 vaccines, defense in phone call","'Subscribe: https://www.youtube.com/@Rappler/\n\nMore videos on Rappler: https://www.rappler.com/video Philippine President Rodrigo Duterte and Russian President Vladimir Putin discuss the COVID-19 pandemic and defense cooperation in a phone call Tuesday, April 13.\n\nREAD: https://www.rappler.com/nation/duterte-vladimir-putin-phone-call-april-13-2021\n\nFollow Rappler for the latest news in the Philippines and around the world. \n\nSupport independent journalism. Help us stay free and independent of political pressure and commercial interests: https://r3.rappler.com/crowdfunding\n\n\n\n_____________________________________________________________________\n\nFollow Rappler on Social Media:\n\nFacebook - https://www.facebook.com/rapplerdotcom\nTwitter - https://twitter.com/rapplerdotcom\nInstagram - http://instagram.com/rappler\nYouTube - https://www.youtube.com/rappler/?sub_confirmation=1\nSoundCloud - https://soundcloud.com/rappler\nGoogle+ - https://plus.google.com/+Rappler/\nTumblr - http://rappler.tumblr.com/\n\nhttp://www.rappler.com/ Follow Rappler for the latest news in the Philippines and around the world. \n\nSupport independent journalism. You can help power our investigative fund by donating to our crowdfunding: https://donate.rappler.com/'",2021-04-14,27727,488,7,UCdnZdQxYXnbN4uWJg96oGxw,Rappler,2011-12-02,1950000,50435
98,u1aZg3nIYW8,"DOH says 7,500 doses of AstraZeneca COVID-19 vaccines returned from Bicol region still potent | ANC","""Dateline Philippines: The Philippine Health Department says 7,500 doses of AstraZeneca's COVID-19 vaccine returned from the Bicol region, can still be used for inoculations. \n\nFor more ANC interviews, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU6EiybzpykE5ZorRpI69ZkU\n\nFor more COVID-19 videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7IDL0Gq6jOuYb9E3QaAM3z\n\nFor more Dateline Philippines videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7zvfIETnDCK9mOu9dhNLos\n\nSubscribe to the ANC Youtube channel!\nhttps://www.youtube.com/user/ANCalerts\n\nVisit our website at https://news.abs-cbn.com/anc\nFacebook: https://www.facebook.com/ancalerts\nTwitter: https://twitter.com/ancalerts\n\n#ANCNews\n#ANCHighlights\n#COVID19""",2021-03-26,9246,29,24,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1520000,71172
99,OiRhyHczdRM,"DOH: 391,000 doses ng Bivalent COVID-19 vaccines, inaasahang darating sa susunod na linggo | UB","""Unang Balita is the news segment of GMA Network's daily morning program, Unang Hirit. It's anchored by Arnold Clavio, Susan Enriquez, Ivan Mayrina, and Mariz Umali, and airs on GMA-7 Mondays to Fridays at 5:30 AM (PHL Time). For more videos from Unang Balita, visit http://www.gmanetwork.com/unangbalita.\n\n#Nakatutok24Oras\n\nBreaking news and stories from the Philippines and abroad:\nGMA News and Public Affairs Portal: http://www.gmanews.tv\nFacebook: http://www.facebook.com/gmanews\nTwitter: http://www.twitter.com/gmanews\nInstagram: http://www.instagram.com/gmanews\n\nGMA Network Kapuso programs on GMA Pinoy TV: https://gmapinoytv.com/subscribe""",2023-05-16,1269,8,4,UCqYw-CTd1dU2yGI71sEyqNw,GMA Integrated News,2007-10-29,14200000,314978
100,zHKOTfIrl4k,Storing and transporting Covid-19 vaccines,"'As we heard in that report, transporting the vaccines is a big challenge.\nAs soon as a vaccine has been developed, how soon can Filipinos actually use them?\nJoining me this is Dr. Melvin Sanicas, a Filipino Vaccinologist now based in Switzerland and Luzviminda Garcia, Supervising Health Program Officer of the DOH Disease Prevention and Control Bureau.'",2020-11-19,151246,230,46,UCj6spMO3ybZPobE0T5perHA,CNN Philippines,2015-03-16,1400000,22903
101,39VU2bTbeeg,Up to 108 million Covid-19 vaccines already secured – Galvez,"'The Philippines has so far secured up to 108 million doses of Covid-19 vaccines after it signed five term sheets with vaccine manufacturers, vaccine czar Carlito Galvez Jr. said Monday. Video by RTVM\n\n\n\n\nVisit us at https://www.inquirer.net\r\n\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet'",2021-02-01,19827,35,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
102,ES4-wHKxpCQ,China considers mixing COVID-19 vaccines,"""China's top disease control official has said the country is formally considering mixing COVID-19 vaccines, as a way of further boosting vaccine efficacy.\n\nVisit us at https://www.inquirer.net\r\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet""",2021-04-12,734,5,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
103,X4g_RZucapk,"Duterte, Putin tackle COVID-19 vaccines, defense in phone call","'Subscribe: https://www.youtube.com/@Rappler/\n\nMore videos on Rappler: https://www.rappler.com/video Philippine President Rodrigo Duterte and Russian President Vladimir Putin discuss the COVID-19 pandemic and defense cooperation in a phone call Tuesday, April 13.\n\nREAD: https://www.rappler.com/nation/duterte-vladimir-putin-phone-call-april-13-2021\n\nFollow Rappler for the latest news in the Philippines and around the world. \n\nSupport independent journalism. Help us stay free and independent of political pressure and commercial interests: https://r3.rappler.com/crowdfunding\n\n\n\n_____________________________________________________________________\n\nFollow Rappler on Social Media:\n\nFacebook - https://www.facebook.com/rapplerdotcom\nTwitter - https://twitter.com/rapplerdotcom\nInstagram - http://instagram.com/rappler\nYouTube - https://www.youtube.com/rappler/?sub_confirmation=1\nSoundCloud - https://soundcloud.com/rappler\nGoogle+ - https://plus.google.com/+Rappler/\nTumblr - http://rappler.tumblr.com/\n\nhttp://www.rappler.com/ Follow Rappler for the latest news in the Philippines and around the world. \n\nSupport independent journalism. You can help power our investigative fund by donating to our crowdfunding: https://donate.rappler.com/'",2021-04-14,27723,488,7,UCdnZdQxYXnbN4uWJg96oGxw,Rappler,2011-12-02,1950000,50435
104,OiRhyHczdRM,"DOH: 391,000 doses ng Bivalent COVID-19 vaccines, inaasahang darating sa susunod na linggo | UB","""Unang Balita is the news segment of GMA Network's daily morning program, Unang Hirit. It's anchored by Arnold Clavio, Susan Enriquez, Ivan Mayrina, and Mariz Umali, and airs on GMA-7 Mondays to Fridays at 5:30 AM (PHL Time). For more videos from Unang Balita, visit http://www.gmanetwork.com/unangbalita.\n\n#Nakatutok24Oras\n\nBreaking news and stories from the Philippines and abroad:\nGMA News and Public Affairs Portal: http://www.gmanews.tv\nFacebook: http://www.facebook.com/gmanews\nTwitter: http://www.twitter.com/gmanews\nInstagram: http://www.instagram.com/gmanews\n\nGMA Network Kapuso programs on GMA Pinoy TV: https://gmapinoytv.com/subscribe""",2023-05-16,1269,8,4,UCqYw-CTd1dU2yGI71sEyqNw,GMA Integrated News,2007-10-29,14200000,314978
105,u1aZg3nIYW8,"DOH says 7,500 doses of AstraZeneca COVID-19 vaccines returned from Bicol region still potent | ANC","""Dateline Philippines: The Philippine Health Department says 7,500 doses of AstraZeneca's COVID-19 vaccine returned from the Bicol region, can still be used for inoculations. \n\nFor more ANC interviews, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU6EiybzpykE5ZorRpI69ZkU\n\nFor more COVID-19 videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7IDL0Gq6jOuYb9E3QaAM3z\n\nFor more Dateline Philippines videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7zvfIETnDCK9mOu9dhNLos\n\nSubscribe to the ANC Youtube channel!\nhttps://www.youtube.com/user/ANCalerts\n\nVisit our website at https://news.abs-cbn.com/anc\nFacebook: https://www.facebook.com/ancalerts\nTwitter: https://twitter.com/ancalerts\n\n#ANCNews\n#ANCHighlights\n#COVID19""",2021-03-26,9246,29,24,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1520000,71172
106,GGWgaQ-Ohng,DOH: PH may have lost P22-B from wasted COVID-19 vaccines | ANC,"'Top Story: Losses due to COVID vaccine wastage here in the Philippines may have reached P22 billion.\n\nFor more Market Edge videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7VaY264uHZjj0gPNUXcw-q\n\nFor more ANC interviews, click the link below: \nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU5fJNb_zShf06cNg0uJytJi\n\nTo watch COVID-19 videos, click the link below: \nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7IDL0Gq6jOuYb9E3QaAM3z\n\nSubscribe to ANC YouTube channel! Click here: http://www.youtube.com/user/ANCalerts\n\nVisit our website at https://news.abs-cbn.com/anc\nFacebook: https://www.facebook.com/ancalerts\nTwitter: https://twitter.com/ancalerts\n\n#ANCNews\n#ANCHighlights \n#ANCAlerts'",2022-12-06,395,5,5,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1520000,71172
107,RBW7DZN1EeY,"Over 200 PH firms to ink deal for more COVID vaccines with gov’t, AstraZeneca","'Over 200 Philippine companies are set to sign a tripartite deal with British drugmaker AstraZeneca and the national government for the procurement of additional vaccines for COVID-19, presidential adviser for entrepreneurship Joey Concepcion said Monday. Video by PTV\n\n\n\n\nVisit us at https://www.inquirer.net\r\n\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet'",2021-01-11,8296,25,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
108,K3odScka55A,Why you can&#39;t compare Covid-19 vaccines,"'What a vaccine\'s ""efficacy rate"" actually means.\n\nSign up for our newsletter: http://www.vox.com/video-newsletter\n\nIn the US, the first two available Covid-19 vaccines were the ones from Pfizer/BioNTech and Moderna. Both vaccines have very high ""efficacy rates,"" of around 95%. But the third vaccine introduced in the US, from Johnson & Johnson, has a considerably lower efficacy rate: just 66%.\n\nLook at those numbers next to each other, and it\'s natural to conclude that one of them is considerably worse. Why settle for 66% when you can have 95%? But that isn\'t the right way to understand a vaccine\'s efficacy rate, or even to understand what a vaccine does. And public health experts say that if you really want to know which vaccine is the best one, efficacy isn\'t actually the most important number at all.\n\nFurther reading from Vox:\n\nWhy comparing Covid-19 vaccine efficacy numbers can be misleading: https://www.vox.com/22311625/covid-19-vaccine-efficacy-johnson-moderna-pfizer\n\nThe vaccine metric that matters more than efficacy: https://www.vox.com/22273502/covid-vaccines-pfizer-moderna-johnson-astrazeneca-efficacy-deaths\n\nThe limits of what vaccine efficacy numbers can tell us: https://www.vox.com/21575420/oxford-moderna-pfizer-covid-19-vaccine-trial-biontech-astrazeneca-results\n\nVox.com is a news website that helps you cut through the noise and understand what\'s really driving the events in the headlines. Check out http://www.vox.com.\n\nWatch our full video catalog: http://goo.gl/IZONyE\nFollow Vox on Facebook: http://goo.gl/U2g06o\nOr Twitter: http://goo.gl/XFrZ5H'",2021-03-20,11091682,248107,15259,UCLXo7UDZvByw2ixzpQCufnA,Vox,2014-03-04,11800000,1676
109,kNA8bQWNZ7I,PH Vaccine Czar: Documents delay arrival of COVID-19 vaccines from COVAX facility | ANC,"""Matters of Fact: Documents are causing a delay in the delivery of COVID-19 vaccines to the Philippines. Malacañang meanwhile says China is donating vaccines from Sinovac which have yet to be approved by the country's Food and Drug Administration.\n\nFor more ANC news videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU4Mvq4BSrOawikENaFf38wn\n\nTo watch Headstart videos, click the link below:\nhttp://bit.ly/ANC_Headstart\n\nTo watch The World Tonight videos, click the link below:\nhttp://bit.ly/ANC_TheWorldTonight\n\nSubscribe to ANC YouTube channel! \nClick here: http://bit.ly/ANC24-7\n\nVisit our website at https://news.abs-cbn.com/anc\nFacebook: https://www.facebook.com/ancalerts\nTwitter: https://twitter.com/ancalerts\n\n#ANCHighlights\n#MattersOfFact\n#LatestNews""",2021-02-12,25922,98,137,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1520000,71172
110,HgHzlL5wWpc,PH won’t compromise  West Philippine Sea claim in securing China vaccines – Galvez,"'While assuring that the Philippines will not compromise its claim in the West Philippine Sea (WPS) in securing Covid-19 vaccines from China, vaccine czar Carlito Galvez Jr. said “differences should be set aside” in fighting the global pandemic.'",2021-01-22,2825,17,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
111,TBKn0WBN9jI,Philippines eyes getting some of Canada&#39;s excess COVID-19 vaccines: envoy | ABS-CBN News,"""The Philippines has expressed its intent to get some of Canada's COVID-19 vaccines, the country's envoy there said, as Filipino authorities sought to boost the inoculation drive. \n\nVideo courtesy of PTV\n\nFor more ABS-CBN News, click the link below:\nhttps://www.youtube.com/playlist?list=PLgyY1WylJUmgG2ln-vtKXb-oLlGEZc3sR\n\nFor more TeleRadyo videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLgyY1WylJUmjhG4rVrq9CXF7oVrogq2wX\n\nTo watch the latest updates on COVID-19, click the link below:\nhttps://www.youtube.com/playlist?list=PLgyY1WylJUmgfPR6cfM34CVfv_xeWMu01\n\nSubscribe to the ABS-CBN News channel! - http://bit.ly/TheABSCBNNews\n\nWatch the full episodes of TV Patrol on iWantTFC:\nhttp://bit.ly/TVPatrol-iWantTFC\n\nVisit our website at http://news.abs-cbn.com\nFacebook: https://www.facebook.com/abscbnNEWS\nTwitter: https://twitter.com/abscbnnews\n\n#ABSCBNNews\n#LatestNews\n#COVID19""",2021-06-28,13783,33,11,UCE2606prvXQc_noEqKxVJXA,ABS-CBN News,2009-10-22,15700000,220721
112,Xf-DUyF7Ud4,DOH assures flu vaccines in PH safe,'The Department of Health on Friday assured the public that influenza vaccines in the country are safe and it will push through with its national immunization program.\xa0\n\nVisit us at https://www.inquirer.net\r\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet',2020-10-30,17078,47,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
113,71sXfyJBw1k,Russia vows to send more COVID-19 vaccines to PH | ANC,"'Rundown: Russia vows to send more COVID-19 vaccines to the Philippines.\n\nFor more ANC interviews, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU6EiybzpykE5ZorRpI69ZkU\n\nFor more COVID-19 videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7IDL0Gq6jOuYb9E3QaAM3z\n\nFor more Rundown videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU5x3aHpBvWnavdlQrf5ODFs\n\nSubscribe to the ANC Youtube channel!\nhttps://www.youtube.com/user/ANCalerts\n\nVisit our website at https://news.abs-cbn.com/anc\nFacebook: https://www.facebook.com/ancalerts\nTwitter: https://twitter.com/ancalerts\n\n#ANCNews\n#ANCHighlights\n#ANCInterviews'",2021-06-03,33193,163,69,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1520000,71172
114,8F3ieZvIdFo,"FDA, assures influenza vaccines in the Philippines are safe","'The Philippine Food and Drug Administration assured the public that the influenza vaccines in the country are safe for use amid concerns raised on such vaccines in Singapore and South Korea.\n\nSubscribe to our official YouTube channel, https://www.youtube.com/UNTVNewsandRescue.\n\nBe the first to know about the latest updates on COVID-19 pandemic, lockdowns, community quarantine, new normal, and Serbisyong Bayanihan. \n\nWe Serve the People. We Give Glory To God!\n#LagingHandaPH #UNTVNewsandRescue #COVID19PH\n\nFor news update, visit: https://www.untvweb.com/news/\n\nCheck out our official social media accounts:\nhttps://www.facebook.com/UNTVNewsRescue\nhttps://www.twitter.com/untvnewsrescue\nhttps://www.youtube.com/untvnewsandrescue\nInstagram account - @untvnewsrescue\n\nFeel free to share but do not re-upload.'",2020-11-03,4628,,16,UC3XaG-7UVi2vD8ZZEMNnnpw,UNTV News and Rescue,2014-05-30,3780000,96376
115,JqkblJvNskQ,Fresh batch of Moderna COVID-19 vaccines arrives in PH | ANC,"""Rundown: The Philippines receives over 460,000 doses of Moderna's COVID vaccine.\n\nFor more ANC Interviews, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU6EiybzpykE5ZorRpI69ZkU\n\nFor more COVID-19 videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7IDL0Gq6jOuYb9E3QaAM3z\n\nFor more Rundown videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU5x3aHpBvWnavdlQrf5ODFs\n\nSubscribe to the ANC YouTube channel!\nhttps://www.youtube.com/user/ANCalerts\n\nVisit our website at https://news.abs-cbn.com/anc\nFacebook: https://www.facebook.com/ancalerts\nTwitter: https://twitter.com/ancalerts\n\n#ANCNews\n#ANCHighlights\n#ANCAlerts""",2021-08-16,2640,13,8,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1520000,71172
116,u6_JGPpISOs,"PH makatatanggap ng 390,000 doses ng bivalent COVID-19 vaccines | Your Daily Do&#39;s (6 May 2023)","'For more TeleRadyo videos, click the link below:\nhttps://www.youtube.com/playlist?list=PL7amYNiWriCx_GugFDKNmRiV_xrWB_Uqf\n\nTo watch the latest updates on COVID-19, click the link below:\nhttps://www.youtube.com/playlist?list=PL7amYNiWriCxDMQr0qW4Q_QS25yEr6PCT\n\nFor more TeleRadyo full episodes, click the link below:\nhttps://bit.ly/TeleRadyo_Livestream\n\nSubscribe to the ABS-CBN News channel!\nhttp://bit.ly/TheABSCBNNews\n\nWatch the full episodes of TV Patrol on iWantTFC:\nhttp://bit.ly/TVPatrol-iWantTFC\n\nVisit our website at http://news.abs-cbn.com\nFacebook: https://www.facebook.com/abscbnNEWS\nTwitter: https://twitter.com/abscbnnews\n\n#TeleRadyo\n#ABSCBNNews\n#LatestNews'",2023-05-06,379,1,3,UCE2606prvXQc_noEqKxVJXA,ABS-CBN News,2009-10-22,15700000,220721
117,JnmKhDSiIjQ,"Over 4,500 doses of COVID-19 vaccines wasted due to mishandling","'More than 4,500 doses of COVID-19 vaccines went to waste due to mishandling or other unforeseen accidents, the Department of Health (DOH) reported Wednesday.'",2021-09-01,1570,0,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
118,h4ydhJ7yC0s,More AstraZeneca vaccines arrive in the Philippines,"'Subscribe: https://www.youtube.com/@Rappler/\n\nMore videos on Rappler: https://www.rappler.com/video More AstraZeneca vaccines arrive in the Philippines on Sunday evening, March 7, from the COVAX global facility. Follow Rappler for the latest news in the Philippines and around the world. \n\nSupport independent journalism. You can help power our investigative fund by donating to our crowdfunding: https://donate.rappler.com/'",2021-03-07,17035,134,0,UCdnZdQxYXnbN4uWJg96oGxw,Rappler,2011-12-02,1950000,50435
119,6Zqu_KyeZa0,"Republican War On Covid Science, Vaccines Shows In Higher Death Rate From Covid","'Alex Wagner reports on new data about the effectiveness of Covid vaccines at preventing infection and reducing severity of sickness, and shares details from a report finding that Republicans had a higher death rate than Democrats as Republicans were less likely to get vaccinated.\xa0\n» Subscribe to MSNBC: http://on.msnbc.com/SubscribeTomsnbc\n\nFollow MSNBC Show Blogs \nMaddowBlog: https://www.msnbc.com/maddowblog\nReidOut Blog: https://www.msnbc.com/reidoutblog\n\nMSNBC delivers breaking news, in-depth analysis of politics headlines, as well as commentary and informed perspectives. Find video clips and segments from The Rachel Maddow Show, Morning Joe, The Beat with Ari Melber, Deadline: White House, The ReidOut, All In, Last Word, 11th Hour, and Alex Wagner who brings her breadth of reporting experience to MSNBC primetime. Watch “Alex Wagner Tonight” Tuesday through Friday at 9pm Eastern. \n \nConnect with MSNBC Online \nVisit msnbc.com: http://on.msnbc.com/Readmsnbc\nSubscribe to the MSNBC Daily Newsletter: MSNBC.com/NewslettersYouTube\nFind MSNBC on Facebook: http://on.msnbc.com/Likemsnbc\nFollow MSNBC on Twitter: http://on.msnbc.com/Followmsnbc\nFollow MSNBC on Instagram: http://on.msnbc.com/Instamsnbc\n\n#msnbc #covid #republicans'",2022-12-14,101086,1844,2404,UCaXkIU1QidjPwiAYu6GcHjg,MSNBC,2011-12-01,6410000,77506
120,yO-OGwoAaw4,Pfizer extends shelf life of some expired COVID-19 vaccines in PH | ANC,"'Rundown: Philippine authorities get permission to use some expired Pfizer vaccine doses.\n\nFor more ANC interviews, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU6EiybzpykE5ZorRpI69ZkU\n\nFor more COVID-19 videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7IDL0Gq6jOuYb9E3QaAM3z\n\nFor more Dateline Philippines videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7zvfIETnDCK9mOu9dhNLos\n\nSubscribe to the ANC Youtube channel!\nhttps://www.youtube.com/user/ANCalerts\n\nVisit our website at https://news.abs-cbn.com/anc\nFacebook: https://www.facebook.com/ancalerts\nTwitter: https://twitter.com/ancalerts\n\n#ANCNews\n#ANCHighlights\n#ANCInterviews'",2021-12-08,4732,6,3,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1520000,71172
121,toTbLkWyzmw,Pentagon seeks to mandate COVID vaccines,"'U.S. Defense Secretary Lloyd Austin said in a memo on Monday that the Pentagon will seek approval from President Joe Biden by the middle of September to require 1.3 million military members to get vaccinated against COVID-19, anticipating full regulatory clearance for a vaccine by then. \n\nVisit us at https://www.inquirer.net\r\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet'",2021-08-10,424,1,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
122,zlmqOCxm7uM,"DOH #MediaSolusyon: Kapihan on Updates on COVID-19 Vaccines Children Aged 5-11 | February 16, 2022",'',2022-02-16,496,3,1,UChZQaAATaHjT_wG-kac3qfA,Department of Health (Philippines),2014-05-28,75600,814
123,rnN1aCTtxw8,Local officials call on gov&#39;t to immediately distribute COVID-19 vaccines | ANC,"'The ""holy grail"" for the Philippines\' COVID-19 vaccination program now has a new name. Once called herd immunity, the government is aiming for so-called population protection before the end of November. One senator hopes this can be achieved sooner if government opens vaccinations to all willing Filipinos. - The World Tonight, ANC, May 25, 2021\n\n\nFor more ANC Highlights, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU5ZeBwa8GTTal3LyNmJCpB1\n\nTo watch more COVID-19 Special Coverage videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU7IDL0Gq6jOuYb9E3QaAM3z\n\nFor more Matters of Fact videos, click the link below:\nhttps://www.youtube.com/playlist?list=PLm34qRgqWBU48Hz-A9mrQL-Gmmjp7km0g\n\nSubscribe to the ANC Youtube channel!\nhttps://www.youtube.com/user/ANCalerts\n\nVisit our website at https://news.abs-cbn.com/anc\nFacebook: https://www.facebook.com/ancalerts\nTwitter: https://twitter.com/ancalerts\n\n#ANCNews\n#ANCHighlights\n#COVID19'",2021-05-25,1793,12,13,UCvi6hEzLM-Z_unKPSuuzKvg,ANC 24/7,2010-01-29,1520000,71172
124,diOVGuCMTAk,Duterte hopes to ‘entice’ vaccine-hesitant Filipinos with US-made vaccines,'President Rodrigo Duterte is hoping that individuals who are undecided about being vaccinated against COVID-19 would change their minds now that more and more U.S.-made vaccines are arriving in the Philippines. Video by RTVM\n\n\n\n\nVisit us at https://www.inquirer.net\r\n\nFacebook: https://facebook.com/inquirerdotnet\r\nTwitter: https://twitter.com/inquirerdotnet',2021-08-03,2874,29,0,UCvRAX-ujvZ0eTMLGG2vki9w,INQUIRER.net,2012-03-15,1640000,34707
125,7BlV-5dFNxU,China-donated COVID-19 vaccines arrive in Philippines,"""For  more:\nhttps://www.cgtn.com/video\n\nA batch of Sinovac's COVID-19 vaccines donated by China arrived in the Philippines on Sunday, the first COVID-19 vaccines to reach the Southeast Asian country. Philippine President Rodrigo Duterte attended the handover ceremony. The country has been struggling to curb the spread of the virus and the delivery of the vaccine allows the Philippines to start mass vaccinations soon.\n\nSubscribe to us on YouTube: https://goo.gl/lP12gA\nDownload our APP on Apple Store (iOS): https://itunes.apple.com/us/app/cctvnews-app/id922456579?l=zh&ls=1&mt=8\nDownload our APP on Google Play (Android): https://play.google.com/store/apps/details?id=com.imib.cctv""",2021-02-28,32339,1041,441,UCgrNz-aDmcr2uuto8_DL2jg,CGTN,2013-01-24,3080000,124820
